Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
2278,20,RL,4.143134726391533,9.154510487015513,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,37,17,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,566.0,Unf,0.0,359.0,925.0,GasA,TA,Y,SBrkr,7.259819610363186,0,0,7.259819610363186,1.0,0.0,1,0,3,1,TA,7,Min2,0,Missing,Detchd,19.0,Unf,2.0,576.0,TA,TA,Y,252,0,0,0,0,0,Missing,GdWo,Missing,0,9,2007,WD,Normal,0,0,0
2279,20,RL,4.189654742026425,8.977146484808472,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,37,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,CBlock,TA,TA,No,ALQ,81.0,GLQ,619.0,214.0,914.0,GasA,Ex,Y,SBrkr,6.81783057145415,0,0,6.81783057145415,0.0,0.0,1,0,3,1,Ex,5,Typ,0,Missing,Attchd,37.0,RFn,1.0,368.0,TA,Gd,Y,120,0,0,0,0,0,Missing,Missing,Missing,0,10,2007,WD,Normal,0,0,0
2280,20,RL,4.204692619390966,9.752606521576492,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,46,46,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,314.0,Unf,0.0,600.0,914.0,GasA,Ex,Y,SBrkr,6.81783057145415,0,0,6.81783057145415,0.0,0.0,1,0,2,1,TA,4,Typ,0,Missing,Basment,46.0,Unf,1.0,270.0,Fa,TA,Y,140,0,0,0,0,0,Missing,GdWo,Missing,0,7,2007,WD,Normal,0,0,0
2281,120,RH,3.4965075614664802,8.321907968230423,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1337.0,1337.0,GasA,Ex,Y,SBrkr,7.198183577101943,0,0,7.198183577101943,0.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,6.0,Fin,2.0,511.0,TA,TA,Y,136,68,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD,Normal,0,0,0
2282,120,RH,3.258096538021482,9.300455261418444,Pave,Missing,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,10,9,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,930.0,Unf,0.0,475.0,1405.0,GasA,Ex,Y,SBrkr,7.198183577101943,0,0,7.198183577101943,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,10.0,Fin,2.0,522.0,TA,TA,Y,0,68,0,0,0,0,Missing,Missing,Missing,0,10,2007,WD,Normal,0,0,0
2283,160,RM,3.044522437723423,7.6984827878809465,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,34,34,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,TA,TA,CBlock,TA,TA,No,ALQ,312.0,Unf,0.0,213.0,525.0,GasA,TA,Y,SBrkr,6.263398262591624,567,0,6.9957661563048505,0.0,0.0,1,1,3,1,TA,6,Typ,0,Missing,Detchd,34.0,Unf,1.0,264.0,TA,TA,Y,144,0,0,0,0,0,Missing,Missing,Missing,0,2,2007,WD,Normal,0,0,0
2284,160,RM,3.044522437723423,7.629489916393995,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,34,34,Gable,CompShg,HdBoard,HdBoard,BrkFace,265.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,6.51025834052315,546,0,7.1049654482698426,0.0,0.0,1,1,4,1,Ex,7,Typ,0,Missing,Detchd,34.0,Unf,1.0,264.0,TA,TA,Y,0,28,0,0,0,0,Missing,Missing,Missing,0,12,2007,WD,Normal,0,0,0
2285,120,RL,3.1780538303479458,7.742402021815782,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,29,29,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,632.0,Unf,6.0,423.0,1061.0,GasA,TA,Y,SBrkr,6.961296045910167,0,0,6.961296045910167,0.0,0.0,2,0,2,1,TA,4,Typ,0,Missing,Attchd,29.0,Unf,1.0,319.0,TA,TA,Y,108,32,0,0,0,0,Missing,Missing,Missing,0,4,2007,WD,Normal,0,0,0
2286,20,RL,4.174387269895637,8.874867635688053,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,41,41,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,Y,SBrkr,6.895682697747868,0,0,6.895682697747868,1.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,33.0,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,11,2007,WD,Normal,0,0,0
2287,20,RL,4.564348191467836,9.431000842996585,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,1,0,Hip,CompShg,VinylSd,VinylSd,Stone,378.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1151.0,Unf,0.0,639.0,1790.0,GasA,Ex,Y,SBrkr,7.504391559161238,0,0,7.504391559161238,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,0.0,Fin,3.0,730.0,TA,TA,Y,186,36,0,0,0,0,Missing,Missing,Missing,0,8,2007,New,Partial,0,0,0
2288,20,RL,4.51085950651685,9.377971213360134,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1,0,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,7.434847875211999,0,0,7.434847875211999,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1.0,RFn,3.0,856.0,TA,TA,Y,0,112,0,0,0,0,Missing,Missing,Missing,0,6,2007,New,Partial,0,0,0
2289,20,RL,4.700480365792417,9.570319849923216,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,590.0,2108.0,GasA,Ex,Y,SBrkr,7.660114319173928,0,0,7.660114319173928,1.0,0.0,2,1,2,1,Gd,7,Typ,1,Ex,Attchd,0.0,Fin,3.0,938.0,TA,TA,Y,130,142,0,0,0,0,Missing,Missing,Missing,0,11,2007,New,Partial,0,0,0
2290,60,RL,4.672828834461906,9.52083524249312,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,0,0,Hip,CompShg,CemntBd,CmentBd,BrkFace,456.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1304.0,Unf,0.0,630.0,1934.0,GasA,Ex,Y,SBrkr,7.57198844937744,713,0,7.884576510596324,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,0.0,RFn,3.0,1040.0,TA,TA,Y,268,58,0,0,0,0,Missing,Missing,Missing,0,12,2007,New,Partial,0,0,0
2291,60,RL,4.700480365792417,9.50599061407714,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,1,0,Hip,CompShg,VinylSd,VinylSd,BrkFace,190.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1108.0,1108.0,GasA,Ex,Y,SBrkr,7.045776576879511,1402,0,7.843848638152472,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,1.0,Fin,3.0,670.0,TA,TA,Y,120,39,0,0,0,0,Missing,Missing,Missing,0,3,2007,New,Partial,0,0,0
2292,20,RL,4.653960350157523,9.644133752071205,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2,1,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1430.0,Unf,0.0,564.0,1994.0,GasA,Ex,Y,SBrkr,7.6236419465115715,0,0,7.6236419465115715,1.0,0.0,2,1,2,1,Ex,7,Typ,2,Gd,Attchd,2.0,Fin,3.0,878.0,TA,TA,Y,188,65,0,0,175,0,Missing,Missing,Missing,0,8,2007,WD,Normal,0,0,0
2293,20,RL,4.672828834461906,9.53899642739739,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,0,0,Hip,CompShg,VinylSd,VinylSd,Stone,456.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1812.0,Unf,0.0,740.0,2552.0,GasA,Ex,Y,SBrkr,7.844632644464681,0,0,7.844632644464681,1.0,0.0,2,0,3,1,Ex,8,Typ,2,Ex,Attchd,0.0,Fin,3.0,932.0,TA,TA,Y,130,28,0,0,0,0,Missing,Missing,Missing,0,10,2007,New,Partial,0,0,0
2294,60,RL,4.770684624465665,9.521787797978225,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2,1,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,1704.0,GasA,Ex,Y,SBrkr,7.451241684987676,1036,0,7.922261058353247,0.0,0.0,2,1,4,1,Ex,9,Typ,1,Ex,BuiltIn,2.0,Fin,3.0,814.0,TA,TA,Y,282,55,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,0,0,0
2295,20,RL,4.07753744390572,9.750860711077213,Pave,Missing,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,0,0,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1684.0,Unf,0.0,636.0,2320.0,GasA,Ex,Y,SBrkr,7.736307096548285,0,0,7.736307096548285,2.0,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,0.0,Fin,3.0,1174.0,TA,TA,Y,192,30,0,0,0,0,Missing,Missing,Missing,0,8,2007,New,Partial,0,0,0
2296,60,RL,4.897839799950911,9.720705889909716,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,0,-1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1582.0,1582.0,GasA,Ex,Y,SBrkr,7.366445148327599,570,0,7.674152921281675,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,0.0,Unf,2.0,728.0,TA,TA,Y,0,368,0,0,0,0,Missing,Missing,Missing,0,6,2007,New,Partial,0,0,0
2297,60,RL,4.406719247264253,9.180808569370145,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,0,0,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,778.0,Unf,0.0,140.0,918.0,GasA,Ex,Y,SBrkr,6.86484777797086,1142,0,7.649692623711514,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Gd,BuiltIn,0.0,Fin,3.0,786.0,TA,TA,Y,172,104,0,0,0,0,Missing,Missing,Missing,0,9,2007,New,Partial,0,0,0
2298,20,RL,4.543294782270004,9.51892740510786,Pave,Missing,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,1,1,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,7.496652438168283,0,0,7.496652438168283,0.0,0.0,2,1,3,1,Ex,7,Typ,1,Gd,Attchd,1.0,Fin,3.0,843.0,TA,TA,Y,158,105,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,0,0,0
2299,60,RL,4.59511985013459,9.477998292597036,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,3,3,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1706.0,1706.0,GasA,Ex,Y,SBrkr,7.4489161025442,1238,0,7.991592282068092,0.0,0.0,2,1,5,1,Ex,11,Typ,1,Ex,BuiltIn,3.0,RFn,3.0,916.0,TA,TA,Y,194,50,0,0,0,0,Missing,Missing,Missing,0,8,2007,WD,Normal,0,0,0
2300,60,RL,4.700480365792417,9.56640512978922,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,4,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,938.0,Unf,0.0,379.0,1317.0,GasA,Ex,Y,SBrkr,7.104144092987527,1168,0,7.776954403322442,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,4.0,Fin,3.0,818.0,TA,TA,Y,192,228,0,0,0,0,Missing,Missing,Missing,0,1,2007,WD,Normal,0,0,0
2301,60,RL,4.204692619390966,9.438909179935457,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,0,0,Hip,CompShg,VinylSd,VinylSd,Stone,246.0,Gd,TA,PConc,Ex,TA,Av,GLQ,669.0,Unf,0.0,226.0,895.0,GasA,Ex,Y,SBrkr,6.796823718274855,923,0,7.505492274737424,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,0.0,Fin,3.0,774.0,TA,TA,Y,196,104,0,0,0,0,Missing,Missing,Missing,0,8,2007,New,Partial,0,0,0
2302,20,RL,4.248495242049359,9.202912856147385,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2,1,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,0.0,436.0,1614.0,GasA,Ex,Y,SBrkr,7.3864708488298945,0,0,7.3864708488298945,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,2.0,RFn,3.0,878.0,TA,TA,Y,100,38,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,0,0,0
2303,20,RL,4.2626798770413155,9.132811169466946,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2,2,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,119.0,Unf,0.0,1602.0,1721.0,GasA,Ex,Y,SBrkr,7.450660796211539,0,0,7.450660796211539,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,2.0,RFn,2.0,554.0,TA,TA,Y,168,27,0,0,0,0,Missing,Missing,Missing,0,1,2007,WD,Normal,0,0,0
2304,60,RL,4.5217885770490405,9.280985211545515,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,1,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1298.0,1298.0,GasA,Ex,Y,SBrkr,7.168579897264035,530,0,7.510977752014095,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Missing,BuiltIn,1.0,RFn,3.0,876.0,TA,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,2,2007,New,Partial,0,0,0
2305,120,RL,3.5263605246161616,8.268988209506656,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2,1,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,866.0,Unf,0.0,436.0,1302.0,GasA,Ex,Y,SBrkr,7.171656822768514,0,0,7.171656822768514,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2.0,RFn,2.0,631.0,TA,TA,Y,110,50,0,0,0,0,Missing,Missing,Missing,0,8,2007,New,Partial,0,0,0
2306,120,RL,3.5263605246161616,8.269500767180615,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2,1,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1030.0,Unf,0.0,272.0,1302.0,GasA,Ex,Y,SBrkr,7.171656822768514,0,0,7.171656822768514,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2.0,RFn,2.0,631.0,TA,TA,Y,110,50,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,0,0,0
2307,120,RL,3.713572066704308,8.746557354543503,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2,1,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,GasA,Ex,Y,SBrkr,7.216709486709457,0,0,7.216709486709457,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,0,0,0
2308,120,RL,3.5263605246161616,8.431635303054591,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,1,1,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,7.348587530927593,0,0,7.348587530927593,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1.0,RFn,2.0,627.0,TA,TA,Y,156,73,0,0,0,0,Missing,Missing,Missing,0,5,2007,CWD,Normal,0,0,0
2309,120,RL,3.871201010907891,8.967121656230923,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2,2,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,Unf,0.0,729.0,1577.0,GasA,Ex,Y,SBrkr,7.3632795869630385,0,0,7.3632795869630385,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2.0,RFn,2.0,564.0,TA,TA,Y,203,39,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,0,0,0
2310,120,RL,3.871201010907891,8.738735461363474,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,1,1,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1300.0,1324.0,GasA,Ex,Y,SBrkr,7.188412736496954,0,0,7.188412736496954,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1.0,Fin,2.0,550.0,TA,TA,Y,0,38,0,0,0,0,Missing,Missing,Missing,0,9,2007,New,Partial,0,0,0
2311,120,RL,3.871201010907891,8.08394570229562,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,4,4,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,405.0,1405.0,GasA,Ex,Y,SBrkr,7.247792581767846,0,0,7.247792581767846,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,4.0,RFn,2.0,478.0,TA,TA,Y,136,36,0,0,0,0,Missing,Missing,Missing,0,3,2007,WD,Normal,0,0,0
2312,60,RL,4.07753744390572,9.668397930203518,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,0,0,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,6.643789733147672,728,0,7.310550158534422,0.0,0.0,3,0,3,1,Gd,7,Typ,0,Missing,Attchd,0.0,Unf,2.0,572.0,TA,TA,Y,100,0,0,0,0,0,Missing,Missing,Missing,0,5,2007,New,Partial,0,0,0
2313,60,RL,4.174387269895637,9.233763886919771,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,6.643789733147672,768,0,7.336936913707618,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2.0,Fin,2.0,400.0,TA,TA,Y,100,38,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,0,0,0
2314,60,RL,4.060443010546419,9.488275092973083,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,6.410174881966167,850,0,7.284820912568604,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,BuiltIn,0.0,Fin,2.0,454.0,TA,TA,Y,100,33,0,0,0,0,Missing,Missing,Missing,0,5,2007,New,Partial,0,0,0
2315,60,RL,4.127134385045092,9.088963385809583,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Ex,Y,SBrkr,6.6039438246004725,757,0,7.3098814858247865,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1.0,RFn,2.0,440.0,TA,TA,Y,100,30,0,0,0,0,Missing,Missing,Missing,0,3,2007,New,Partial,0,0,0
2316,60,RL,4.143134726391533,9.182866394975427,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,6.548219102762372,1048,0,7.465082736399547,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,0.0,Unf,3.0,350.0,TA,TA,Y,0,34,0,0,0,0,Missing,Missing,Missing,0,6,2007,New,Partial,0,0,0
2317,20,RL,4.477336814478207,9.410501846898468,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2,2,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,918.0,Unf,0.0,408.0,1326.0,GasA,Ex,Y,SBrkr,7.189922170745808,0,0,7.189922170745808,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,2.0,Fin,2.0,388.0,TA,TA,Y,120,23,0,0,0,0,Missing,Missing,Shed,2000,6,2007,WD,Normal,0,0,0
2318,60,RL,4.276666119016055,9.015419779605713,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,0,0,Gable,CompShg,VinylSd,VinylSd,Stone,22.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,752.0,752.0,GasA,Ex,Y,SBrkr,6.62273632394984,752,0,7.315883504509785,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Missing,Attchd,0.0,Fin,2.0,440.0,TA,TA,Y,100,32,0,0,0,0,Missing,Missing,Missing,0,12,2007,New,Partial,0,0,0
2319,60,RL,4.1588830833596715,8.950662495933999,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,0,0,Gable,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,6.590301048196686,728,0,7.283448228756631,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,0.0,Fin,2.0,400.0,TA,TA,Y,100,24,0,0,0,0,Missing,Missing,Missing,0,7,2007,New,Partial,0,0,0
2320,20,RL,4.1588830833596715,8.948585921534317,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,0,0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1246.0,1246.0,GasA,Ex,Y,SBrkr,7.1372784372603855,0,0,7.1372784372603855,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,0.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,8,2007,New,Partial,0,0,0
